fg_path,bg_path,tnf_type,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
test/0430/dense1/aligned/images/14856810403_ccd9a19c09_o.jpg,test/0446/dense/aligned/images/2828564205_36a6872b31_o.jpg,affine,1.118706226348877,-0.2224550098180771,0.18534554541110992,0.21851152181625366,1.120363473892212,-0.17342743277549744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0402/dense1/aligned/images/14427351174_8386db33b8_o.jpg,test/0312/dense/aligned/images/2488865221_b90d03dcc3_o.jpg,tps,-1.4432870149612427,-1.2273436784744263,-1.0223349332809448,0.3121687173843384,-0.02002282813191414,-0.10721520334482193,1.3360787630081177,0.8373961448669434,1.1481719017028809,-1.131758451461792,0.45715516805648804,0.6403507590293884,-0.6299127340316772,-0.026391955092549324,1.3009107112884521,-0.9795225262641907,0.1788795292377472,1.2206326723098755
test/0406/dense/aligned/images/1306077019_3516741ec8_o.jpg,test/0258/dense/aligned/images/2955818972_a18e845ed6_o.jpg,hom,-1.3566466569900513,-0.5553311109542847,1.0218483209609985,0.9146619439125061,-1.23544442653656,1.2742336988449097,-1.0438497066497803,1.0684340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0402/dense/aligned/images/14785321047_6dce0d465c_o.jpg,test/0380/dense/aligned/images/179159399_7869468378_o.jpg,affine,0.8684490323066711,0.30016493797302246,0.6038976907730103,-0.3635903000831604,0.8514376878738403,-0.07507501542568207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0389/dense1/aligned/images/2993870998_d65d9ddf89_o.jpg,test/0258/dense/aligned/images/6096166661_92737c936a_b.jpg,affine,0.6865547895431519,-0.853176474571228,-0.4936356246471405,0.8256723284721375,0.8102002739906311,-0.21277174353599548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0402/dense1/aligned/images/3416000586_bee27cb50b_o.jpg,test/0306/dense/aligned/images/9683981489_2eec916695_b.jpg,affine,0.9513070583343506,0.3895874321460724,0.7325607538223267,-0.36575940251350403,0.9043709635734558,-0.5969327688217163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0389/dense1/aligned/images/27497563776_46a7083542_o.jpg,test/0472/dense1/aligned/images/2276673711_3dfac694cc_b.jpg,affine,0.7205092310905457,0.6572036147117615,-0.3833616077899933,-0.572426438331604,0.7119548916816711,-0.5115455985069275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0455/dense/aligned/images/17376697205_930795d9f6_o.jpg,test/0377/dense/aligned/images/8438431308_0b5cdfb9c9_o.jpg,affine,0.6324365139007568,-0.8688912391662598,0.35889536142349243,1.0072685480117798,0.5778186321258545,-0.6912183165550232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0402/dense1/aligned/images/4049740024_8593320d76_o.jpg,test/0240/dense/aligned/images/5532792444_8bfcd20b37_o.jpg,tps,-0.5204132795333862,-1.140555500984192,-1.0191065073013306,0.18866118788719177,0.38047587871551514,0.4182354807853699,0.7168221473693848,1.0651888847351074,1.3651025295257568,-0.9910310506820679,0.41672295331954956,1.4211575984954834,-1.4168875217437744,-0.22228144109249115,0.509356677532196,-0.6576579213142395,0.14717413485050201,1.341386079788208
test/0474/dense1/aligned/images/14815115936_12d7b5eb8f_o.jpg,test/0407/dense/aligned/images/10541575936_44336f75b7_o.jpg,tps,-1.3168085813522339,-0.9134870767593384,-1.4798924922943115,0.3289400339126587,-0.49530452489852905,0.17781654000282288,0.7700079679489136,1.2351939678192139,1.4621886014938354,-1.2512468099594116,0.0761573314666748,1.0920419692993164,-0.9277480840682983,-0.2769183814525604,1.4527490139007568,-1.0528745651245117,0.3464086651802063,1.1994792222976685
test/0430/dense/aligned/images/12186922815_a7321a55cb_o.jpg,test/0312/dense1/aligned/images/5021960667_2365cdf848_o.jpg,affine,0.8725780248641968,-0.4462457597255707,-0.2801724970340729,0.5989941358566284,0.7973754405975342,0.698124349117279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0394/dense/aligned/images/5740202294_bef0956225_o.jpg,test/0122/dense/aligned/images/2909351063_ac10f5c8ac_o.jpg,affine,1.0535039901733398,-0.4811039865016937,-0.11421743035316467,0.536910891532898,0.9418350458145142,0.15958982706069946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0430/dense2/aligned/images/5012434509_18b36c1740_o.jpg,test/0100/dense/aligned/images/525678483_c9b1a3665a_o.jpg,hom,-1.0298677682876587,-0.783925473690033,0.7879909873008728,0.8834622502326965,-0.7508301734924316,1.378452181816101,-1.3971366882324219,0.5923739075660706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/0407/dense/aligned/images/17549364_7784297243_b.jpg,test/0472/dense1/aligned/images/4317285034_2b25897f80_b.jpg,hom,-0.9091272354125977,-0.9256747364997864,1.1532008647918701,1.152103304862976,-1.0685815811157227,1.3965466022491455,-1.1324381828308105,0.9358649253845215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
